Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Debt to equity,Return on equity,Sales growth 5Years,Profit growth 5Years,Promoter holding,Change in promoter holding 3Years,Pledged percentage,Dividend yield,Price to book value
Fedders Holding,511628,,INE417D01020,Finance,Non Banking Financial Company (NBFC),37.35,752.30,12.46,0.09,7.05,136.04,102.41,65.84,7.43,0.00,0.00,1.13
Federal Bank,500469,FEDERALBNK,INE171A01029,Banks,Private Sector Bank,283.05,69751.52,17.02,8.71,12.86,15.64,21.40,0.00,0.00,0.00,0.42,1.93
Federal-Mogul Go,505744,FMGOETZE,INE529A01010,Auto Components,Auto Components & Equipments,438.30,2438.25,12.85,0.00,14.05,10.65,37.99,74.98,0.00,0.00,0.00,1.80
Fermenta Biotec.,506414,,INE225B01021,Pharmaceuticals & Biotechnology,Pharmaceuticals,339.65,999.63,11.29,0.29,24.88,9.89,7.00,64.09,4.51,0.00,0.73,2.55
Fiem Industries,532768,FIEMIND,INE737H01014,Auto Components,Auto Components & Equipments,2169.00,5708.71,23.73,0.06,20.99,11.92,21.89,54.52,-12.04,0.00,1.38,5.28
Filatex India,526227,FILATEX,INE816B01035,Textiles & Apparels,Other Textile Products,44.25,1964.98,10.63,0.10,10.61,8.85,2.06,65.38,0.53,0.00,0.56,1.37
Filtron Engineer,531191,,INE589N01017,Commercial Services & Supplies,Trading & Distributors,95.49,606.52,713.55,,,,,2.51,-58.74,0.00,0.00,
Fine Organic,541557,FINEORG,INE686Y01026,Chemicals & Petrochemicals,Specialty Chemicals,4558.70,13976.96,35.69,0.01,19.47,16.93,20.04,75.00,0.00,0.00,0.24,5.65
Fineotex Chem,533333,FCL,INE045J01034,Chemicals & Petrochemicals,Specialty Chemicals,22.94,2671.39,27.54,0.00,18.37,22.12,40.05,62.30,-2.70,0.00,0.34,3.39
Finkurve Fin.,508954,FINKURVE,INE734I01027,Finance,Non Banking Financial Company (NBFC),64.53,903.76,41.27,1.16,8.81,53.93,34.00,56.24,3.38,19.04,0.00,2.75
Fino Payments,543386,FINOPB,INE02NC01014,Banks,Other Bank,135.45,1127.21,15.74,3.93,13.31,60.85,37.20,75.00,0.00,0.00,0.00,1.50
Finolex Cables,500144,FINCABLES,INE235A01022,Industrial Products,Cables - Electricals,855.60,13085.48,19.24,0.00,13.44,13.08,12.41,35.86,-0.06,0.00,0.94,2.27
Finolex Inds.,500940,FINPIPE,INE183A01024,Industrial Products,Plastic Products - Industrial,164.50,10206.84,21.46,0.00,6.76,6.77,4.12,52.47,0.00,0.00,1.19,1.78
Firstsour.Solu.,532809,FSL,INE684F01012,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),219.80,15540.51,22.14,0.54,15.03,14.26,11.84,53.66,0.00,0.00,2.49,3.57
Fischer Medical,524743,FISCHER,INE771F01041,Healthcare Equipment & Supplies,Medical Equipment & Supplies,41.29,2702.50,68.28,0.08,0.70,,,61.80,61.80,0.00,0.01,7.46
Five-Star Bus.Fi,543663,FIVESTAR,INE128S01021,Finance,Non Banking Financial Company (NBFC),415.60,12267.47,11.12,1.23,18.65,29.34,32.57,18.56,-16.31,0.00,0.48,1.81
Flair Writing,544030,FLAIR,INE00Y201027,Household Products,Stationary,307.00,3235.63,24.02,0.05,12.49,,,78.59,,0.00,0.32,3.03
FlySBS Aviation,,FLYSBS,INE0VCK01011,Transport Services,Airline,428.00,740.60,15.75,0.09,26.22,,,32.47,,0.00,0.00,2.82
Foce India,,FOCE,INE0I7D01019,Consumer Durables,"Gems, Jewellery And Watches",550.00,645.87,48.38,0.50,20.11,,,73.63,0.00,0.00,0.00,7.60
Forbes Precision,544186,,INE0TT901016,Industrial Manufacturing,Industrial Products,140.95,727.23,27.14,0.13,18.84,,,73.85,,94.40,3.54,4.77
Force Motors,500033,FORCEMOT,INE451A01017,Automobiles,Passenger Cars & Utility Vehicles,22185.60,29232.33,30.42,0.00,20.82,21.25,46.83,61.63,0.00,0.00,0.19,8.38
Fortis Health.,532843,FORTIS,INE061F01013,Healthcare Services,Hospital,855.40,64579.16,64.10,0.34,10.13,10.93,70.31,31.17,0.00,0.00,0.12,6.92
Foseco India,500150,FOSECOIND,INE519A01011,Chemicals & Petrochemicals,Specialty Chemicals,4674.80,3523.50,40.57,0.00,12.59,,,63.54,-11.44,0.00,0.54,3.40
Fractal Analyt.,544700,FRACTAL,INE212S01015,IT - Software,Computers - Software & Consulting,829.35,14261.94,68.05,0.25,11.25,,,16.97,,0.00,0.00,
Fredun Pharma,539730,,INE194R01017,Pharmaceuticals & Biotechnology,Pharmaceuticals,1841.00,1007.53,29.59,1.08,15.83,32.25,61.40,44.17,-6.17,0.00,0.04,6.26
Frontier Springs,522195,,INE572D01014,Auto Components,Auto Components & Equipments,1499.90,1772.21,31.39,0.04,32.04,18.29,19.49,51.76,0.00,0.00,0.04,11.37
FSN E-Commerce,543384,NYKAA,INE388Y01029,Retailing,E-Retail/ E-Commerce,257.25,73656.53,486.48,1.01,5.16,35.08,42.99,52.10,-0.24,0.00,0.00,53.06
Fujiyama Power,544613,UTLSOLAR,INE12UR01024,Electrical Equipment,Other Electrical Equipment,222.60,6820.74,35.20,1.38,49.14,38.77,70.94,86.77,,0.00,0.00,12.90
Fusion Finance,543652,FUSION,INE139R01012,Finance,Microfinance Institutions,156.60,2527.10,,2.57,-54.53,26.35,,54.92,-13.26,4.49,0.00,1.32
G M Breweries,507488,GMBREW,INE075D01018,Beverages,Breweries & Distilleries,1010.20,2308.01,14.17,0.00,14.57,6.32,13.01,74.43,0.00,0.00,0.74,2.29
G M D C,532181,GMDCLTD,INE131A01031,Minerals & Mining,Industrial Minerals,606.00,19270.80,30.10,0.04,10.87,14.49,35.99,74.00,0.00,0.00,1.62,2.85
G N F C,500670,GNFC,INE113A01013,Chemicals & Petrochemicals,Commodity Chemicals,429.50,6311.09,10.13,0.00,7.08,8.86,3.30,41.30,0.12,0.00,4.17,0.73
G R Infraproject,543317,GRINFRA,INE201P01022,Construction,Civil Construction,838.45,8112.84,7.55,0.63,12.15,3.02,4.11,74.69,-5.05,0.00,1.47,0.91
G S F C,500690,GSFC,INE026A01025,Fertilizers & Agrochemicals,Fertilizers,162.90,6491.21,9.42,0.00,4.77,4.10,39.34,37.84,0.00,0.00,3.09,0.52
Gabriel India,505714,GABRIEL,INE524A01029,Auto Components,Auto Components & Equipments,917.90,13185.06,53.48,0.02,19.35,14.27,19.99,55.00,0.00,0.00,0.51,10.66
GAIL (India),532155,GAIL,INE129A01019,Gas,Gas Transmission/Marketing,153.60,100993.53,11.75,0.25,13.09,14.37,2.44,51.88,-0.03,0.00,4.93,1.14
Gala Precis. Eng,544244,GALAPREC,INE0RE001014,Industrial Manufacturing,Industrial Products,737.50,943.82,27.63,0.09,14.96,18.41,85.23,55.20,,0.00,0.00,3.46
Galaxy Surfact.,540935,GALAXYSURF,INE600K01018,Chemicals & Petrochemicals,Specialty Chemicals,1809.45,6415.35,22.06,0.11,13.46,10.22,5.71,70.91,-0.02,0.02,1.21,2.51
Gallantt Ispat L,532726,GALLANTT,INE297H01019,Industrial Products,Iron & Steel Products,667.40,16103.09,33.64,0.21,15.11,37.76,77.96,69.83,1.11,0.00,0.19,5.22
Gandhar Oil Ref.,544029,GANDHAR,INE717W01049,Petroleum Products,Lubricants,134.65,1317.99,12.35,0.26,6.65,9.25,52.02,66.18,,0.00,0.57,1.02
Gandhi Spl. Tube,513108,GANDHITUBE,INE524B01027,Industrial Products,Iron & Steel Products,847.10,1029.40,14.33,0.00,21.03,16.34,19.20,73.53,0.00,0.00,1.76,3.58
Ganesh Benzopl.,500153,GANESHBE,INE388A01029,Oil,Oil Storage & Transportation,81.65,587.79,7.21,0.09,13.53,8.71,11.34,39.02,-3.78,0.00,0.00,1.01
Ganesh Consumer,544528,GANESHCP,INE652V01016,Food Products,Packaged Foods,198.45,801.99,21.42,0.53,15.81,11.26,10.01,64.08,,0.00,1.28,2.14
Ganesh Green,,GGBL,INE0R8C01018,Electrical Equipment,Other Electrical Equipment,262.00,649.78,12.98,0.15,23.03,,,73.42,,0.00,0.00,2.73
Ganesh Housing,526367,GANESHHOU,INE460C01014,Realty,"Residential, Commercial Projects",587.50,4898.99,11.63,0.03,37.79,29.12,47.57,73.06,0.00,0.00,0.86,2.22
Ganesha Ecosphe.,514167,GANECOS,INE845D01014,Textiles & Apparels,Other Textile Products,1049.95,2813.51,72.63,0.43,9.38,10.52,10.57,39.33,-2.98,29.79,0.43,2.27
Garden Reach Sh.,542011,GRSE,INE382Z01011,Aerospace & Defense,Aerospace & Defense,2541.10,29108.76,42.22,0.01,27.60,28.78,25.45,74.50,0.00,0.00,0.55,12.72
Garuda Cons,544271,GARUDA,INE0JVO01026,Construction,Civil Construction,164.05,1526.40,14.33,0.00,22.09,12.67,102.29,67.56,,0.00,0.02,3.95
Garware Hi Tech,500655,GRWRHITECH,INE291A01017,Industrial Products,Plastic Products - Industrial,3655.00,8491.46,27.55,0.01,15.00,17.93,31.28,60.72,0.00,0.00,0.32,3.42
Garware Tech.,509557,GARFIBRES,INE276A01018,Textiles & Apparels,Other Textile Products,607.90,6034.36,28.41,0.10,18.72,10.07,10.71,53.36,0.66,0.00,1.31,4.65
Gateway Distri,543489,GATEWAY,INE079J01017,Transport Services,Logistics Solution Provider,57.68,2881.94,11.72,0.32,12.24,5.40,21.69,33.02,0.90,0.00,3.44,1.24
Gaudium IVF,544709,GAUDIUMIVF,INE0P8B01020,Healthcare Services,Healthcare Service Provider,88.86,646.78,33.42,0.41,52.20,,,71.29,,0.00,0.00,
GE Power,532309,GVPIL,INE878A01011,Electrical Equipment,Heavy Electrical Equipment,438.10,2945.23,17.51,0.05,105.32,-15.61,24.05,68.58,0.00,0.00,0.00,7.60
GE Shipping Co,500620,GESHIP,INE017A01032,Transport Services,Shipping,1398.45,19965.24,8.85,0.08,14.09,7.62,85.12,30.07,0.00,0.00,2.14,1.31
GE Vernova T&D,522275,GVT&D,INE200A01026,Electrical Equipment,Heavy Electrical Equipment,3874.10,99196.26,88.79,0.01,40.35,6.33,34.77,51.00,-24.00,0.00,0.13,47.53
GeeCee Vent.,532764,GEECEE,INE916G01016,Realty,"Residential, Commercial Projects",295.00,616.90,27.54,0.00,6.65,24.69,24.08,67.71,0.00,0.00,0.00,0.75
Gem Aromatics,544491,GEMAROMA,INE06XZ01023,Chemicals & Petrochemicals,Specialty Chemicals,164.45,859.04,29.09,0.32,20.73,,,55.06,,0.00,0.00,1.89
General Insuranc,540755,GICRE,INE481Y01014,Insurance,General Insurance,386.40,67790.01,7.01,0.00,10.99,-0.29,105.29,82.40,-3.38,0.00,2.59,0.98
Genesys Intl.,506109,GENESYS,INE727B01026,IT - Services,IT Enabled Services,235.75,985.20,22.83,0.21,10.76,22.71,98.37,31.52,-9.08,9.01,0.00,1.46
Genus Power,530343,GENUSPOWER,INE955D01029,Electrical Equipment,Other Electrical Equipment,263.00,8000.93,14.49,0.93,17.49,18.16,25.78,39.34,-11.09,4.72,0.94,4.29
Geojit Fin. Ser.,532285,GEOJITFSL,INE007B01023,Capital Markets,Stockbroking & Allied,63.66,1776.91,17.94,0.11,16.83,19.62,27.45,38.47,-16.20,9.31,2.37,1.50
GHCL,500171,GHCL,INE539A01019,Chemicals & Petrochemicals,Commodity Chemicals,469.00,4311.72,8.51,0.03,18.57,-0.75,8.63,19.87,0.82,0.00,2.53,1.20
GHCL Textiles,543918,GHCLTEXTIL,INE0PA801013,Textiles & Apparels,Other Textile Products,83.50,798.11,14.03,0.04,3.96,,,19.16,,0.00,0.61,0.55
GHV Infra,505504,,INE809Q01020,Construction,Civil Construction,294.90,2125.46,73.95,0.40,,,,70.41,-3.14,20.95,0.00,42509.84
GIC Housing Fin,511676,GICHSGFIN,INE289B01019,Finance,Housing Finance Company,145.10,781.36,5.43,4.52,8.98,-2.93,30.15,42.41,0.00,0.00,3.09,0.39
Gillette India,507815,GILLETTE,INE322A01010,Personal Products,Personal Care,7652.00,24937.87,40.20,0.00,41.62,3.72,10.45,75.00,0.00,0.00,1.56,21.46
GK Energy,544525,GKENERGY,INE1AG301022,Construction,Civil Construction,109.39,2218.61,11.98,0.53,100.52,,,79.20,,0.00,0.00,2.85
GKW,,GKWLIMITED,INE528A01020,Finance,Investment Company,1559.90,931.26,131.16,0.00,-0.75,24.57,,75.00,0.00,0.00,0.00,0.36
Gland Pharma,543245,GLAND,INE068V01023,Pharmaceuticals & Biotechnology,Pharmaceuticals,1750.00,28832.36,33.35,0.03,7.81,16.36,-1.69,51.83,-6.03,0.00,1.02,2.98
Glaxosmi. Pharma,500660,GLAXO,INE159A01016,Pharmaceuticals & Biotechnology,Pharmaceuticals,2360.05,39980.68,39.74,0.02,46.87,3.06,43.47,75.00,0.00,0.00,1.79,23.44
Glenmark Pharma.,532296,GLENMARK,INE935A01035,Pharmaceuticals & Biotechnology,Pharmaceuticals,2168.60,61198.13,22.62,0.13,15.79,4.60,11.77,46.65,0.00,0.00,0.12,6.40
Global Education,,GLOBAL,INE291W01037,Other Consumer Services,Education,99.02,504.01,23.55,0.00,26.67,20.32,25.95,72.50,-0.82,0.00,1.53,4.36
Global Health,543654,MEDANTA,INE474Q01031,Healthcare Services,Hospital,1073.00,28841.23,50.95,0.25,16.48,19.73,70.15,33.01,-0.07,0.00,0.05,7.83
Globus Spirits,533104,GLOBUSSPR,INE615I01010,Beverages,Breweries & Distilleries,945.00,2746.93,34.51,0.45,2.54,16.92,-15.85,50.75,-0.26,0.00,0.29,2.66
Gloster Ltd,542351,GLOSTERLTD,INE350Z01018,"Paper, Forest & Jute Products",Jute & Jute Products,577.20,631.67,83.00,0.70,-1.31,8.22,,72.63,0.00,0.00,3.46,0.59
GMM Pfaudler,505255,GMMPFAUDLR,INE541A01023,Industrial Manufacturing,Industrial Products,898.55,4039.63,36.08,0.92,6.64,40.17,-1.70,25.18,-13.56,0.00,0.22,3.42
GMR Airports,532754,GMRAIRPORT,INE776C01039,Transport Infrastructure,Airport & Airport services,94.84,100141.32,,,,4.41,10.14,66.24,7.34,15.51,0.00,
GMR Urban,543490,GMRP&UI,INE0CU601026,Power,Power Generation,103.08,8050.74,,8.23,,,,46.27,-13.56,77.19,0.00,5.21
GNA Axles,540124,GNA,INE934S01014,Auto Components,Auto Components & Equipments,407.70,1750.30,15.68,0.22,12.54,11.13,15.14,68.58,0.50,4.35,0.75,1.86
GNG Electronics,544455,EBGNG,INE18JU01028,IT - Hardware,Computers Hardware & Equipments,377.10,4299.36,41.13,0.32,35.33,41.97,111.15,78.71,,0.00,0.00,6.42
Go Digit General,544179,GODIGIT,INE03JT01014,Insurance,General Insurance,322.85,29847.44,58.43,0.08,11.87,,,73.03,,0.00,0.00,6.46
Go Fashion (I),543401,GOCOLORS,INE0BJS01011,Retailing,Speciality Retail,282.90,1527.92,21.50,0.72,14.32,16.69,12.08,52.78,0.00,24.16,0.00,2.06
GOCL Corpn.,506480,GOCLCORP,INE077F01035,Chemicals & Petrochemicals,Explosives,275.05,1363.49,5.55,0.06,7.45,2.15,17.57,67.82,-6.01,0.00,3.62,0.49
Godavari Bioref.,544279,GODAVARIB,INE497S01012,Diversified FMCG,Diversified FMCG,310.25,1587.72,29.46,0.68,-3.79,5.09,,63.31,,0.00,0.00,2.21
Godawari Power,532734,GPIL,INE177H01039,Industrial Products,Iron & Steel Products,286.20,19214.43,25.95,0.04,17.23,10.43,36.29,63.49,-4.01,0.00,0.35,3.68
Godfrey Phillips,500163,GODFRYPHLP,INE260B01028,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,2046.20,31916.98,24.59,0.03,19.93,14.30,23.93,72.58,0.00,0.21,1.55,5.38
Godrej Agrovet,540743,GODREJAGRO,INE850D01014,Food Products,Animal Feed,590.10,11349.32,24.61,1.19,17.68,6.14,6.68,67.65,-6.42,0.00,1.89,6.29
Godrej Consumer,532424,GODREJCP,INE102D01028,Personal Products,Personal Care,1070.40,109528.12,56.43,0.34,15.21,7.70,3.75,53.05,-10.17,0.00,1.88,8.99
Godrej Industrie,500164,GODREJIND,INE233A01035,Diversified,Diversified,880.00,29638.83,29.44,4.48,9.64,11.73,11.44,74.64,7.46,0.00,0.00,2.83
Godrej Propert.,533150,GODREJPROP,INE484J01027,Realty,"Residential, Commercial Projects",1710.35,51517.06,32.27,0.89,8.98,15.06,40.91,47.17,-11.31,0.00,0.00,2.84
Gokaldas Exports,532630,GOKEX,INE887G01027,Textiles & Apparels,Garments & Apparels,658.00,4819.69,41.20,0.46,8.16,23.03,73.04,9.15,-11.82,96.28,0.00,2.27
Gokul Agro,539725,GOKULAGRO,INE314T01033,Agricultural Food & other Products,Edible Oil,199.00,5872.23,19.65,0.48,26.95,28.47,66.80,74.25,2.29,13.69,0.00,4.89
Goldiam Intl.,526729,GOLDIAM,INE025B01025,Consumer Durables,"Gems, Jewellery And Watches",334.90,3781.60,24.19,0.02,17.13,16.46,19.98,58.51,-7.88,0.00,0.87,3.73
Goodluck India,530655,GOODLUCK,INE127I01024,Industrial Products,Iron & Steel Products,1082.20,3597.05,21.42,0.72,13.64,19.20,37.35,56.45,-2.28,0.00,0.37,2.60
Goodyear India,500168,GOODYEAR,INE533A01012,Auto Components,Tyres & Rubber Products,764.90,1764.68,31.11,0.05,9.31,8.36,-9.10,74.00,0.00,0.00,3.12,3.07
Gopal Snacks,544140,GOPAL,INE0L9R01028,Food Products,Packaged Foods,276.55,3446.43,97.37,0.15,11.42,10.62,0.60,81.48,,10.34,0.35,7.93
GPT Healthcare,544131,GPTHEALTH,INE486R01017,Healthcare Services,Hospital,136.00,1115.95,27.53,0.38,21.30,13.96,34.94,65.57,-34.39,0.00,1.85,4.41
GPT Infraproject,533761,GPTINFRA,INE390G01014,Construction,Civil Construction,111.00,1402.66,15.63,0.33,19.58,13.96,40.00,69.37,-5.63,50.77,2.70,2.58
Grand Oak Canyon,523862,,INE926B01016,Finance,Non Banking Financial Company (NBFC),30.38,1576.37,329.10,3.05,-1.17,,,0.00,-2.89,0.00,0.00,1.81
Granules India,532482,GRANULES,INE101D01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,636.85,15454.32,28.46,0.45,13.86,11.52,8.80,38.02,-4.00,0.00,0.23,3.89
Graphite India,509488,GRAPHITE,INE371A01025,Industrial Products,Electrodes & Refractories,638.00,12464.92,35.83,0.05,8.00,-3.72,59.18,65.34,0.00,0.00,1.71,2.09
Grasim Inds,500300,GRASIM,INE047A01021,Cement & Cement Products,Cement & Cement Products,2749.45,187106.28,40.59,2.06,3.95,16.82,-6.17,43.22,0.47,0.00,0.36,1.87
Grauer & Weil,505710,GRAUWEIL,INE266D01021,Chemicals & Petrochemicals,Commodity Chemicals,65.01,2947.64,21.05,0.01,17.58,12.90,17.17,69.03,-0.02,0.00,0.75,3.01
Gravita India,533282,GRAVITA,INE024L01027,Minerals & Mining,Industrial Minerals,1531.30,11302.27,29.60,0.20,21.17,23.48,48.70,55.88,-17.12,0.00,0.42,4.98
Greaves Cotton,501455,GREAVESCOT,INE224A01026,Industrial Products,"Compressors, Pumps & Diesel Engines",148.40,3456.35,31.80,0.13,4.11,8.84,-13.84,55.80,0.26,0.00,1.34,2.51
Greenlam Industr,538979,GREENLAM,INE544R01021,Consumer Durables,Plywood Boards/ Laminates,219.85,5609.41,308.74,1.03,6.07,14.24,-5.17,50.98,-0.24,0.00,0.18,4.95
Greenpanel Inds.,542857,GREENPANEL,INE08ZM01014,Consumer Durables,Plywood Boards/ Laminates,201.45,2470.29,,0.30,5.34,10.80,23.39,53.13,0.03,0.00,0.15,1.78
Greenply Industr,526797,GREENPLY,INE461C01038,Consumer Durables,Plywood Boards/ Laminates,211.55,2642.28,35.60,0.64,12.03,11.86,2.28,51.80,-0.52,0.00,0.24,3.12
Gretex Corporate,543324,GCSL,INE199P01028,Capital Markets,Other Capital Market related Services,341.50,800.45,,0.06,0.86,194.68,22.98,61.64,-11.84,0.00,0.13,5.60
Grindwell Norton,506076,GRINDWELL,INE536A01023,Industrial Products,Abrasives & Bearings,1492.00,16519.39,42.44,0.04,16.04,12.22,15.09,58.03,0.00,0.00,1.14,7.27
GRM Overseas,531449,GRMOVER,INE192H01020,Agricultural Food & other Products,Other Agricultural Products,168.70,3495.62,47.68,0.44,16.03,12.44,13.84,62.39,-9.61,0.00,0.00,6.52
GRP,509152,GRPLTD,INE137I01015,Industrial Products,Rubber,2003.05,1068.30,42.40,1.12,17.44,9.56,61.21,40.06,-1.20,0.00,0.72,5.88
GSP Crop Science,544733,GSPCROP,INE713R01022,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,387.75,1803.78,22.21,0.61,19.79,7.34,30.65,71.73,,0.00,0.00,
GTL Infra.,532775,GTLINFRA,INE221H01019,Telecom - Services,Telecom - Infrastructure,1.23,1575.52,,,,-1.05,2.65,3.28,-0.04,0.00,0.00,
GTPL Hathway,540602,GTPL,INE869I01013,Entertainment,TV Broadcasting & Software Production,64.99,730.89,17.60,0.33,4.13,7.84,-16.04,75.00,0.00,0.00,3.08,0.63
Gufic BioScience,509079,GUFICBIO,INE742B01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,299.00,2998.47,59.93,0.58,12.27,,,72.50,-2.50,0.00,0.03,4.77
Guj Apollo Inds,522217,GUJAPOLLO,INE826C01016,Industrial Manufacturing,Industrial Products,440.00,570.69,,0.09,0.16,9.37,-43.70,47.30,-8.40,0.00,0.45,1.17
Guj Inds. Power,517300,GIPCL,INE162A01010,Power,Power Generation,136.40,2117.14,14.60,0.79,6.19,-1.84,-3.14,56.57,0.88,0.00,3.03,0.60
Guj Pipavav Port,533248,GPPL,INE517F01014,Transport Infrastructure,Port & Port services,151.00,7299.94,16.54,0.02,18.96,6.08,6.43,44.01,0.00,0.00,5.37,3.34
Guj. Ambuja Exp,524226,GAEL,INE036B01030,Agricultural Food & other Products,Other Agricultural Products,152.85,7010.79,34.28,0.09,8.59,3.86,10.42,63.84,0.00,0.00,0.17,2.25
Guj. Themis Bio.,506879,GUJTHEM,INE942C01045,Pharmaceuticals & Biotechnology,Pharmaceuticals,282.00,3072.80,64.31,0.27,21.69,12.12,16.17,70.86,-4.13,4.49,0.24,11.63
Guj.Nat.Resour.,513536,,INE207H01018,Oil,Oil Exploration & Production,97.50,1251.88,172.69,0.05,-2.87,13.36,-20.31,2.31,-10.45,0.00,0.00,6.93
Guj.St.Petronet,532702,GSPL,INE246F01010,Gas,Gas Transmission/Marketing,241.30,13614.40,12.86,0.01,9.89,7.25,-8.47,37.63,0.00,0.00,2.06,1.14
Gujarat Alkalies,530001,GUJALKALI,INE186A01019,Chemicals & Petrochemicals,Commodity Chemicals,614.00,4509.28,,0.11,-1.13,8.37,,46.28,0.00,0.00,2.63,0.82
Gujarat Fluoroch,542812,FLUOROCHEM,INE09N301011,Chemicals & Petrochemicals,Specialty Chemicals,3307.00,36327.42,54.44,0.23,8.29,12.69,21.05,61.39,-2.42,3.08,0.09,4.81
Gujarat Gas,539336,GUJGASLTD,INE844O01030,Gas,LPG/CNG/PNG/LNG Supplier,322.65,22210.95,19.07,0.02,14.25,9.86,-0.76,60.89,0.00,0.00,1.84,2.51
Gujarat Kidney,544666,GKSL,INE0V0W01025,Healthcare Services,Hospital,109.50,863.33,87.65,0.58,51.22,,,71.45,,0.00,0.00,25.74
Gulf Oil Lubric.,538567,GULFOILLUB,INE635Q01029,Petroleum Products,Lubricants,896.10,4426.77,12.03,0.29,25.46,16.67,11.63,67.11,-4.91,0.00,5.34,2.68
Gulshan Polyols,532457,GULPOLY,INE255D01024,Agricultural Food & other Products,Other Agricultural Products,173.70,1083.34,25.40,0.71,3.91,,,66.80,0.15,0.00,0.17,1.67
H P C L,500104,HINDPETRO,INE094A01015,Petroleum Products,Refineries & Marketing,358.60,76303.77,4.96,1.11,13.76,10.04,14.57,54.90,0.00,0.00,2.88,1.33
H T Media,532662,HTMEDIA,INE501G01024,Media,Print Media,23.52,547.49,12.46,0.48,0.03,-2.81,-66.29,69.50,-0.01,0.00,0.00,0.33
H U D C O,540530,HUDCO,INE031A01017,Finance,Financial Institution,183.40,36714.85,13.17,7.03,15.67,6.45,9.66,75.00,-6.81,0.00,2.51,2.01
H.G. Infra Engg.,541019,HGINFRA,INE926X01010,Construction,Civil Construction,522.50,3405.18,8.89,1.84,18.28,17.93,24.23,71.78,-2.75,0.00,0.39,1.13
Happiest Minds,543227,HAPPSTMNDS,INE419U01012,IT - Software,Computers - Software & Consulting,378.45,5762.85,27.79,0.78,12.61,24.17,18.43,44.21,-9.04,1.76,1.60,3.56
Happy Forgings,544057,HAPPYFORGE,INE330T01021,Industrial Products,Castings & Forgings,1265.05,11935.79,41.76,0.10,15.46,20.35,27.44,78.50,,0.00,0.24,6.10
Hardwyn India,541276,HARDWYN,INE626Z01029,Consumer Durables,"Furniture, Home Furnishing",20.70,1011.06,86.93,0.02,2.89,,,43.77,-31.08,0.00,0.00,2.56
Hariom Pipe,543517,HARIOMPIPE,INE00EV01017,Industrial Products,Iron & Steel Products,276.50,856.28,13.63,0.69,11.87,58.42,50.73,57.26,-8.77,0.00,0.22,1.44
Harsha Engg Intl,543600,HARSHA,INE0JUS01029,Industrial Products,Other Industrial Products,354.55,3227.97,26.09,0.24,8.75,9.71,36.87,75.00,0.39,0.00,0.28,2.46
Haryana Fin. Co.,530927,,INE737G01016,Finance,Financial Institution,63.48,1318.21,162.74,0.00,-1.24,-0.48,,99.36,0.00,0.00,0.00,5.88
Hathway Cable,533162,HATHWAY,INE982F01036,Entertainment,TV Broadcasting & Software Production,10.82,1915.25,18.05,0.00,2.22,2.55,7.47,75.00,0.00,0.00,0.00,0.43
Hatsun Agro,531531,HATSUN,INE473B01035,Food Products,Dairy Products,918.10,20450.51,53.11,1.08,17.05,10.30,20.14,73.17,0.17,0.00,0.65,10.97
Havells India,517354,HAVELLS,INE176B01034,Consumer Durables,Consumer Electronics,1259.10,78977.86,51.99,0.03,18.81,18.20,14.90,59.38,-0.07,0.00,0.81,9.04
Hawkins Cookers,508486,,INE979B01015,Consumer Durables,Houseware,7580.15,4009.93,31.89,0.16,32.00,10.61,9.61,56.03,0.00,0.00,1.71,10.77
Haz.Multi Proj.,532467,,INE550F01049,Realty,"Residential, Commercial Projects",25.40,687.39,25.36,0.79,11.37,,,16.92,-9.01,0.00,1.59,1.40
HBL Engineering,517271,HBLENGINE,INE292B01021,Industrial Products,Other Industrial Products,724.05,20070.36,24.59,0.04,20.58,12.50,64.63,59.11,0.09,0.00,0.28,10.11
HCL Technologies,532281,HCLTECH,INE860A01027,IT - Software,Computers - Software & Consulting,1456.65,395286.00,22.95,0.10,25.00,10.62,9.49,60.81,0.09,0.00,3.71,5.55
HDB FINANC SER,544429,HDBFS,INE756I01012,Finance,Non Banking Financial Company (NBFC),615.55,51110.78,21.96,4.68,14.72,,,74.15,,0.00,0.33,2.67
